,railOprIsttCd,lnCd,stinCd,mvPathMgNo,mvPathDvCd,mvPathDvNm,mvTpOrdr,mvDst,mvContDtl
6,DX,D1,D12,1,1,출입구-승강장,7,,7) 엘리베이터를 이용하여 지하3층으로 이동
7,DX,D1,D12,1,1,출입구-승강장,8,,8) 승강장 이동
8,DX,D1,D12,2,1,출입구-승강장,1,,1) 2번 출입구 근처 엘리베이터 이동
9,DX,D1,D12,2,1,출입구-승강장,2,,2) 지하1층  엘리베이터로 이동
10,DX,D1,D12,2,1,출입구-승강장,3,,3) 지하1층 승강장 로 이동
11,DX,D1,D12,2,1,출입구-승강장,4,,4) 수내방면 엘리베이터로 이동
12,DX,D1,D12,2,1,출입구-승강장,5,,5) 수내방면 엘리베이터를 이용하여 지하2층으로 이동
13,DX,D1,D12,2,1,출입구-승강장,6,,6) 개집표기를 지나 동천방면 좌측엘리베이터로 이동
14,DX,D1,D12,2,1,출입구-승강장,7,,7) 엘리베이터를 이용하여 지하3층으로 이동
15,DX,D1,D12,2,1,출입구-승강장,8,,8) 승강장 이동
16,DX,D1,D12,3,1,출입구-승강장,1,,1) 4번 출입구 근처 엘리베이터 이동
17,DX,D1,D12,3,1,출입구-승강장,2,,2) 지하1층  엘리베이터로 이동
18,DX,D1,D12,3,1,출입구-승강장,3,,3) 지하1층 승강장 로 이동
19,DX,D1,D12,3,1,출입구-승강장,4,,4) 수내방면 엘리베이터로 이동
20,DX,D1,D12,3,1,출입구-승강장,5,,5) 수내방면 엘리베이터를 이용하여 지하2층으로 이동
21,DX,D1,D12,3,1,출입구-승강장,6,,6) 개집표기를 지나 판교방면 우측엘리베이터로 이동
22,DX,D1,D12,3,1,출입구-승강장,7,,7) 엘리베이터를 이용하여 지하3층으로 이동
23,DX,D1,D12,3,1,출입구-승강장,8,,8) 승강장 이동
24,DX,D1,D12,4,1,출입구-승강장,1,,1) 4번 출입구 근처 엘리베이터 이동
25,DX,D1,D12,4,1,출입구-승강장,2,,2) 지하1층  엘리베이터로 이동
26,DX,D1,D12,4,1,출입구-승강장,3,,3) 지하1층 승강장 로 이동
27,DX,D1,D12,4,1,출입구-승강장,4,,4) 수내방면 엘리베이터로 이동
28,DX,D1,D12,4,1,출입구-승강장,5,,5) 수내방면 엘리베이터를 이용하여 지하2층으로 이동
29,DX,D1,D12,4,1,출입구-승강장,6,,6) 개집표기를 지나 동천방면 좌측엘리베이터로 이동
30,DX,D1,D12,4,1,출입구-승강장,7,,7) 엘리베이터를 이용하여 지하3층으로 이동
31,DX,D1,D12,4,1,출입구-승강장,8,,8) 승강장 이동
32,DX,D1,D12,5,1,출입구-승강장,1,,1) 6번 출입구 근처 엘리베이터 이동
33,DX,D1,D12,5,1,출입구-승강장,2,,2) 지하2층 판교방면 엘리베이터로 이동
34,DX,D1,D12,5,1,출입구-승강장,3,,3) 엘리베이터를 이용하여 지하3층으로 이동
35,DX,D1,D12,5,1,출입구-승강장,4,,4) 승강장 이동
36,DX,D1,D12,6,1,출입구-승강장,1,,1) 6번 출입구 근처 엘리베이터 이동
37,DX,D1,D12,6,1,출입구-승강장,2,,2) 지하2층 동천방면 엘리베이터로 이동
38,DX,D1,D12,6,1,출입구-승강장,3,,3) 엘리베이터를 이용하여 지하3층으로 이동
39,DX,D1,D12,6,1,출입구-승강장,4,,4) 승강장 이동
40,DX,D1,D12,1,3,환승경로,1,,1) 수내 방면 엘리베이터로 이동
41,DX,D1,D12,1,3,환승경로,2,,2) 지하 2층으로 이동
42,DX,D1,D12,1,3,환승경로,3,,3) 수내 방면 엘리베이터로 이동
43,DX,D1,D12,1,3,환승경로,4,,4) 수내 방면 엘리베이터 이용하여 수내역 승강자으로 이동
44,DX,D1,D12,1,3,환승경로,5,,5) 승강장 이동
45,DX,D1,D12,2,3,환승경로,1,,1) 미금 방면 엘리베이터로 이동
46,DX,D1,D12,2,3,환승경로,2,,2) 지하 2층으로 이동
47,DX,D1,D12,2,3,환승경로,3,,3) 미금 방면 엘리베이터로 이동
48,DX,D1,D12,2,3,환승경로,4,,4) 미금 방면 엘리베이터 이용하여 수내역 승강자으로 이동
49,DX,D1,D12,2,3,환승경로,5,,5) 승강장 이동
50,DX,D1,D12,3,3,환승경로,1,,1) 수내 방면 엘리베이터로 이동
51,DX,D1,D12,3,3,환승경로,2,,2) 지하 2층으로 이동
52,DX,D1,D12,3,3,환승경로,3,,3) 수내 방면 엘리베이터로 이동
53,DX,D1,D12,3,3,환승경로,4,,4) 수내 방면 엘리베이터 이용하여 수내역 승강자으로 이동
54,DX,D1,D12,3,3,환승경로,5,,5) 승강장 이동
55,DX,D1,D12,4,3,환승경로,1,,1) 미금 방면 엘리베이터로 이동
56,DX,D1,D12,4,3,환승경로,2,,2) 지하 2층으로 이동
57,DX,D1,D12,4,3,환승경로,3,,3) 미금 방면 엘리베이터로 이동
58,DX,D1,D12,4,3,환승경로,4,,4) 미금 방면 엘리베이터 이용하여 수내역 승강자으로 이동
59,DX,D1,D12,4,3,환승경로,5,,5) 승강장 이동
,railOprIsttCd,lnCd,stinCd,mvPathMgNo,mvPathDvCd,mvPathDvNm,mvTpOrdr,mvDst,mvContDtl
0,DX,D1,D13,1,1,출입구-승강장,1,,1) 4번 출입구 지상1층 엘리베이터로 지하 1층 대합실 중앙으로 이동
1,DX,D1,D13,1,1,출입구-승강장,2,,2) 대합실 중앙에서 6번 출구쪽 개집표기 통과후 엘리베이터로 지하3층 이동
2,DX,D1,D13,1,1,출입구-승강장,3,,3) 지하 3층에서 승강장으로 향하는 맞은편 엘리베이터로 이동
3,DX,D1,D13,1,1,출입구-승강장,4,,4) 지하 3층에서 엘리베이터 탑승 후 지하 4층 이동
4,DX,D1,D13,1,1,출입구-승강장,5,,5) 엘리베이터에서 내린 후 승강장 방향으로 이동
5,DX,D1,D13,1,1,출입구-승강장,6,,6) 정자방면 승강장
6,DX,D1,D13,2,1,출입구-승강장,1,,1) 4번 출입구 지상1층 엘리베이터로 지하 1층 대합실 중앙으로 이동
7,DX,D1,D13,2,1,출입구-승강장,2,,2) 대합실 중앙에서 3번 출구쪽 개집표기 통과후 엘리베이터로 지하3층 이동
8,DX,D1,D13,2,1,출입구-승강장,3,,3) 지하 3층에서 승강장으로 향하는 맞은편 엘리베이터로 이동
9,DX,D1,D13,2,1,출입구-승강장,4,,4) 지하 3층에서 엘리베이터 탑승 후 지하 4층 이동
10,DX,D1,D13,2,1,출입구-승강장,5,,5) 엘리베이터에서 내린 후 승강장 방향으로 이동
11,DX,D1,D13,2,1,출입구-승강장,6,,6) 동천방면 승강장
12,DX,D1,D13,3,1,출입구-승강장,1,,1) 5번/6번 출입구 지상1층 엘리베이터로 지하 1층 대합실 중앙으로 이동
13,DX,D1,D13,3,1,출입구-승강장,2,,2) 대합실 중앙에서 6번 출구쪽 개집표기 통과후 엘리베이터로 지하3층 이동
14,DX,D1,D13,3,1,출입구-승강장,3,,3) 지하 3층에서 승강장으로 향하는 맞은편 엘리베이터로 이동
15,DX,D1,D13,3,1,출입구-승강장,4,,4) 지하 3층에서 엘리베이터 탑승 후 지하 4층 이동
16,DX,D1,D13,3,1,출입구-승강장,5,,5) 엘리베이터에서 내린 후 승강장 방향으로 이동
17,DX,D1,D13,3,1,출입구-승강장,6,,6) 정자방면 승강장
18,DX,D1,D13,4,1,출입구-승강장,1,,1) 5번/6번 출입구 지상1층 엘리베이터로 지하 1층 대합실 중앙으로 이동
19,DX,D1,D13,4,1,출입구-승강장,2,,2) 대합실 중앙에서 3번 출구쪽 개집표기 통과후 엘리베이터로 지하3층 이동
20,DX,D1,D13,4,1,출입구-승강장,3,,3) 지하 3층에서 승강장으로 향하는 맞은편 엘리베이터로 이동
21,DX,D1,D13,4,1,출입구-승강장,4,,4) 지하 3층에서 엘리베이터 탑승 후 지하 4층 이동
22,DX,D1,D13,4,1,출입구-승강장,5,,5) 엘리베이터에서 내린 후 승강장 방향으로 이동
23,DX,D1,D13,4,1,출입구-승강장,6,,6) 동천방면 승강장
24,DX,D1,D13,1,3,환승경로,1,,1) 승강장 하차 후 승강장 중간 엘리베이터로 이동
25,DX,D1,D13,1,3,환승경로,2,,2) 엘리베이터를 이용하여 지하3층으로 이동
26,DX,D1,D13,1,3,환승경로,3,,3) 지하 3층 엘리베이터에서 내려 맞은편 엘리베이터를 이용하여 지하 2층 분당선 승강장으로 이동
27,DX,D1,D13,1,3,환승경로,4,,4) 지하 2층 엘리베이터에서 개집표구 통과 
28,DX,D1,D13,1,3,환승경로,5,,5) 승강장통로 쪽으로 이동
29,DX,D1,D13,1,3,환승경로,6,,6) 분당선 정자 방면 승강장
30,DX,D1,D13,2,3,환승경로,1,,1) 승강장 하차 후 승강장 중간 엘리베이터로 이동
31,DX,D1,D13,2,3,환승경로,2,,2) 엘리베이터를 이용하여 지하3층 대합실로 이동
32,DX,D1,D13,2,3,환승경로,3,,3) 지하 3층 엘리베이터에서 내려 맞은편 엘리베이터를 이용하여 지하 1층 대합실로 이동
33,DX,D1,D13,2,3,환승경로,4,,4) 지하 1층 대합실에서 개집표구 통과 후 반대편 엘리베이터로 이동
34,DX,D1,D13,2,3,환승경로,5,,5) 엘리베이터 이용하여 지하 2층으로 이동
35,DX,D1,D13,2,3,환승경로,6,,6) 엘리베이터에서 내린 후 환승통로 이동
36,DX,D1,D13,2,3,환승경로,7,,7) 분당선 오리 방면 승강장 
37,DX,D1,D13,3,3,환승경로,1,,1) 승강장 하차 후 승강장 중간 엘리베이터로 이동
38,DX,D1,D13,3,3,환승경로,2,,2) 엘리베이터를 이용하여 지하3층 대합실로 이동
39,DX,D1,D13,3,3,환승경로,3,,3) 지하 3층 엘리베이터에서 내려 맞은편 엘리베이터를 이용하여 지하 1층 대합실로 이동
40,DX,D1,D13,3,3,환승경로,4,,4) 지하 1층 대합실에서 개집표구 통과 후 반대편 엘리베이터로 이동
41,DX,D1,D13,3,3,환승경로,5,,5) 엘리베이터 이용하여 지하 2층으로 이동
42,DX,D1,D13,3,3,환승경로,6,,6) 엘리베이터에서 내린 후 환승통로 이동
43,DX,D1,D13,3,3,환승경로,7,,7) 분당선 정자 방면 승강장 
44,DX,D1,D13,4,3,환승경로,1,,1) 승강장 하차 후 승강장 중간 엘리베이터로 이동
45,DX,D1,D13,4,3,환승경로,2,,2) 엘리베이터를 이용하여 지하3층으로 이동
46,DX,D1,D13,4,3,환승경로,3,,3) 지하 3층 엘리베이터에서 내려 맞은편 엘리베이터를 이용하여 지하 2층 분당선 승강장으로 이동
47,DX,D1,D13,4,3,환승경로,4,,4) 지하 2층 엘리베이터에서 개집표구 통과 
48,DX,D1,D13,4,3,환승경로,5,,5) 승강장통로 쪽으로 이동
49,DX,D1,D13,4,3,환승경로,6,,6) 분당선 오리 방면 승강장
,railOprIsttCd,lnCd,stinCd,mvPathMgNo,mvPathDvCd,mvPathDvNm,mvTpOrdr,mvDst,mvContDtl
0,DX,D1,D14,1,1,출입구-승강장,1,,1) 1번 출입구 근처 엘리베이터 이동
1,DX,D1,D14,1,1,출입구-승강장,2,,2) 개집표기를 지나 수지구청방면 엘리베이터로 이동
2,DX,D1,D14,1,1,출입구-승강장,3,,3) 엘리베이터를 이용하여 지하2층으로 이동
3,DX,D1,D14,1,1,출입구-승강장,4,,4) 승강장 이동
4,DX,D1,D14,2,1,출입구-승강장,1,,1) 1번 출입구 근처 엘리베이터 이동
5,DX,D1,D14,2,1,출입구-승강장,2,,2) 개집표기를 지나 정자방면 엘리베이터로 이동
6,DX,D1,D14,2,1,출입구-승강장,3,,3) 엘리베이터를 이용하여 지하2층으로 이동
7,DX,D1,D14,2,1,출입구-승강장,4,,4) 승강장 이동
8,DX,D1,D14,3,1,출입구-승강장,1,,1) 2번 출입구 근처 엘리베이터 이동
9,DX,D1,D14,3,1,출입구-승강장,2,,2) 개집표기를 지나 수지구청방면 엘리베이터로 이동
10,DX,D1,D14,3,1,출입구-승강장,3,,3) 엘리베이터를 이용하여 지하2층으로 이동
11,DX,D1,D14,3,1,출입구-승강장,4,,4) 승강장 이동
12,DX,D1,D14,4,1,출입구-승강장,1,,1) 2번 출입구 근처 엘리베이터 이동
13,DX,D1,D14,4,1,출입구-승강장,2,,2) 개집표기를 지나 정자방면 엘리베이터로 이동
14,DX,D1,D14,4,1,출입구-승강장,3,,3) 엘리베이터를 이용하여 지하2층으로 이동
15,DX,D1,D14,4,1,출입구-승강장,4,,4) 승강장 이동
,railOprIsttCd,lnCd,stinCd,mvPathMgNo,mvPathDvCd,mvPathDvNm,mvTpOrdr,mvDst,mvContDtl
0,DX,D1,D15,1,1,출입구-승강장,1,,1) 3번 출입구 근처 엘리베이터 이동
1,DX,D1,D15,1,1,출입구-승강장,2,,2) 개집표기를 지나 동천방면 엘리베이터로 이동
2,DX,D1,D15,1,1,출입구-승강장,3,,3) 엘리베이터를 이용하여 지하3층으로 이동
3,DX,D1,D15,1,1,출입구-승강장,4,,4) 승강장 이동
4,DX,D1,D15,2,1,출입구-승강장,1,,1) 3번 출입구 근처 엘리베이터 이동
5,DX,D1,D15,2,1,출입구-승강장,2,,2) 개집표기를 지나 성복방면 엘리베이터로 이동
6,DX,D1,D15,2,1,출입구-승강장,3,,3) 엘리베이터를 이용하여 지하3층으로 이동
7,DX,D1,D15,2,1,출입구-승강장,4,,4) 승강장 이동
8,DX,D1,D15,3,1,출입구-승강장,1,,1) 2번 출입구 근처 엘리베이터 이동
9,DX,D1,D15,3,1,출입구-승강장,2,,2) 개집표기를 지나 동천방면 엘리베이터로 이동
10,DX,D1,D15,3,1,출입구-승강장,3,,3) 엘리베이터를 이용하여 지하3층으로 이동
11,DX,D1,D15,3,1,출입구-승강장,4,,4) 승강장 이동
12,DX,D1,D15,4,1,출입구-승강장,1,,1) 2번 출입구 근처 엘리베이터 이동
13,DX,D1,D15,4,1,출입구-승강장,2,,2) 개집표기를 지나 성복방면 엘리베이터로 이동
14,DX,D1,D15,4,1,출입구-승강장,3,,3) 엘리베이터를 이용하여 지하3층으로 이동
15,DX,D1,D15,4,1,출입구-승강장,4,,4) 승강장 이동
,railOprIsttCd,lnCd,stinCd,mvPathMgNo,mvPathDvCd,mvPathDvNm,mvTpOrdr,mvDst,mvContDtl
0,DX,D1,D16,1,1,출입구-승강장,1,,1) 1번 출입구 근처 엘리베이터 이동
1,DX,D1,D16,1,1,출입구-승강장,2,,2) 개집표기를 지나 수지구청방면 엘리베이터로 이동
2,DX,D1,D16,1,1,출입구-승강장,3,,3) 엘리베이터를 이용하여 지하3층으로 이동
3,DX,D1,D16,1,1,출입구-승강장,4,,4) 승강장 이동
4,DX,D1,D16,2,1,출입구-승강장,1,,1) 1번 출입구 근처 엘리베이터 이동
5,DX,D1,D16,2,1,출입구-승강장,2,,2) 개집표기를 지나 상현방면 엘리베이터로 이동
6,DX,D1,D16,2,1,출입구-승강장,3,,3) 엘리베이터를 이용하여 지하3층으로 이동
7,DX,D1,D16,2,1,출입구-승강장,4,,4) 승강장 이동
8,DX,D1,D16,3,1,출입구-승강장,1,,1) 5번 출입구 근처 엘리베이터 이동
9,DX,D1,D16,3,1,출입구-승강장,2,,2) 개집표기를 지나 수지구청방면 엘리베이터로 이동
10,DX,D1,D16,3,1,출입구-승강장,3,,3) 엘리베이터를 이용하여 지하3층으로 이동
11,DX,D1,D16,3,1,출입구-승강장,4,,4) 승강장 이동
12,DX,D1,D16,4,1,출입구-승강장,1,,1) 5번 출입구 근처 엘리베이터 이동
13,DX,D1,D16,4,1,출입구-승강장,2,,2) 개집표기를 지나 상현방면 엘리베이터로 이동
14,DX,D1,D16,4,1,출입구-승강장,3,,3) 엘리베이터를 이용하여 지하3층으로 이동
15,DX,D1,D16,4,1,출입구-승강장,4,,4) 승강장 이동
,railOprIsttCd,lnCd,stinCd,mvPathMgNo,mvPathDvCd,mvPathDvNm,mvTpOrdr,mvDst,mvContDtl
0,DX,D1,D17,1,1,출입구-승강장,1,,1) 2번 출입구 근처 엘리베이터 이동
1,DX,D1,D17,1,1,출입구-승강장,2,,2) 개집표기를 지나 성복방면 엘리베이터로 이동
2,DX,D1,D17,1,1,출입구-승강장,3,,3) 엘리베이터를 이용하여 지하3층으로 이동
3,DX,D1,D17,1,1,출입구-승강장,4,,4) 승강장 이동
4,DX,D1,D17,2,1,출입구-승강장,1,,1) 2번 출입구 근처 엘리베이터 이동
5,DX,D1,D17,2,1,출입구-승강장,2,,2) 개집표기를 지나 광교중앙방면 엘리베이터로 이동
6,DX,D1,D17,2,1,출입구-승강장,3,,3) 엘리베이터를 이용하여 지하3층으로 이동
7,DX,D1,D17,2,1,출입구-승강장,4,,4) 승강장 이동
8,DX,D1,D17,3,1,출입구-승강장,1,,1) 3번 출입구 근처 엘리베이터 이동
9,DX,D1,D17,3,1,출입구-승강장,2,,2) 개집표기를 지나 성복방면 엘리베이터로 이동
10,DX,D1,D17,3,1,출입구-승강장,3,,3) 엘리베이터를 이용하여 지하3층으로 이동
11,DX,D1,D17,3,1,출입구-승강장,4,,4) 승강장 이동
12,DX,D1,D17,4,1,출입구-승강장,1,,1) 3번 출입구 근처 엘리베이터 이동
13,DX,D1,D17,4,1,출입구-승강장,2,,2) 개집표기를 지나 광교중앙방면 엘리베이터로 이동
14,DX,D1,D17,4,1,출입구-승강장,3,,3) 엘리베이터를 이용하여 지하3층으로 이동
15,DX,D1,D17,4,1,출입구-승강장,4,,4) 승강장 이동
,railOprIsttCd,lnCd,stinCd,mvPathMgNo,mvPathDvCd,mvPathDvNm,mvTpOrdr,mvDst,mvContDtl
0,DX,D1,D18,1,1,출입구-승강장,1,,1) 3번 출입구 근처 엘리베이터 이동
1,DX,D1,D18,1,1,출입구-승강장,2,,2) 맞은편 엘리베이터로 이동
2,DX,D1,D18,1,1,출입구-승강장,3,,3) 엘리베이터를 이용하여 지하1층으로 이동
3,DX,D1,D18,1,1,출입구-승강장,4,,4) 상현방면 엘리베이터로 이동
4,DX,D1,D18,1,1,출입구-승강장,5,,5) 엘리베이터를 이용하여 지하3층으로 이동
5,DX,D1,D18,1,1,출입구-승강장,6,,6) 승강장 이동
6,DX,D1,D18,2,1,출입구-승강장,1,,1) 3번 출입구 근처 엘리베이터 이동
7,DX,D1,D18,2,1,출입구-승강장,2,,2) 맞은편 엘리베이터로 이동
8,DX,D1,D18,2,1,출입구-승강장,3,,3) 엘리베이터를 이용하여 지하3층으로 이동
9,DX,D1,D18,2,1,출입구-승강장,4,,4) 승강장 이동
10,DX,D1,D18,3,1,출입구-승강장,1,,1) 2번 출입구 근처 엘리베이터 이동
11,DX,D1,D18,3,1,출입구-승강장,2,,2) 엘리베이터를 이용하여 지하1층으로 이동
12,DX,D1,D18,3,1,출입구-승강장,3,,3) 상현방면 엘리베이터로 이동
13,DX,D1,D18,3,1,출입구-승강장,4,,4) 엘리베이터를 이용하여 지하3층으로 이동
14,DX,D1,D18,3,1,출입구-승강장,5,,5) 승강장 이동
15,DX,D1,D18,4,1,출입구-승강장,1,,1) 2번 출입구 근처 엘리베이터 이동
16,DX,D1,D18,4,1,출입구-승강장,2,,2) 엘리베이터를 이용하여 지하3층으로 이동
17,DX,D1,D18,4,1,출입구-승강장,3,,3) 승강장 이동
,railOprIsttCd,lnCd,stinCd,mvPathMgNo,mvPathDvCd,mvPathDvNm,mvTpOrdr,mvDst,mvContDtl
0,DX,D1,D19,1,1,출입구-승강장,1,,1) 1번 출입구 근처 엘리베이터 이동
1,DX,D1,D19,1,1,출입구-승강장,2,,2) 지상2층 개집표기를 지나 광교중앙 방면 승강장 엘리베이터로 이동
2,DX,D1,D19,1,1,출입구-승강장,3,,3) 엘리베이터를 이용하여 지상1층으로 이동
3,DX,D1,D19,1,1,출입구-승강장,4,,4) 승강장 이동
4,DX,D1,D19,2,1,출입구-승강장,1,,1) 1번 출입구 근처 엘리베이터 이동
5,DX,D1,D19,2,1,출입구-승강장,2,,2) 지상2층 개집표기를 지나 광교중앙 방면 승강장 엘리베이터로 이동
6,DX,D1,D19,2,1,출입구-승강장,3,,3) 엘리베이터를 이용하여 지상1층으로 이동
7,DX,D1,D19,2,1,출입구-승강장,4,,4) 승강장 이동
8,DX,D1,D19,3,1,출입구-승강장,1,,1) 2번 출입구 근처 엘리베이터 이동
9,DX,D1,D19,3,1,출입구-승강장,2,,2) 지상2층 개집표기를 지나 광교중앙 방면 승강장 엘리베이터로 이동
10,DX,D1,D19,3,1,출입구-승강장,3,,3) 엘리베이터를 이용하여 지상1층으로 이동
11,DX,D1,D19,3,1,출입구-승강장,4,,4) 승강장 이동
12,DX,D1,D19,4,1,출입구-승강장,1,,1) 2번 출입구 근처 엘리베이터 이동
13,DX,D1,D19,4,1,출입구-승강장,2,,2) 지상2층 개집표기를 지나 광교중앙 방면 승강장 엘리베이터로 이동
14,DX,D1,D19,4,1,출입구-승강장,3,,3) 엘리베이터를 이용하여 지상1층으로 이동
15,DX,D1,D19,4,1,출입구-승강장,4,,4) 승강장 이동
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
